address,city,country,longitude,name,province_nameChanged
545 N 2nd E,Rexburg,US,-111.77808,Wendy's,ID
461 N 2nd E,Rexburg,US,-111.778081,Jack in the Box,ID
175 Valley River Dr,Rexburg,US,-111.77853,McDonald's,ID
346 N 2nd E,Rexburg,US,-111.77794,Dairy Queen,ID
478 N 2nd E,Rexburg,US,-111.77758,Arby's,ID
210 N 1st Ave,Canton,US,-90.03364,Burger King,IL
638 N Main St,Canton,US,-90.035021,Hardee's,IL
810 E Broadway,Centralia,US,-89.12477,McDonald's,IL
600 S Newport Rd,Pontiac,US,-88.66152,Burger King,IL
1600 W Reynolds St,Pontiac,US,-88.65759,Taco Bell,IL
1396 E Main St,Carbondale,US,-89.18663,McDonald's,IL
4601 Broadway St,Mount Vernon,US,-88.945891,Burger King,IL
1700 S 10th St,Mount Vernon,US,-88.903,Burger King,IL
3120 James Sanders Blvd,Paducah,US,-88.683966,Taco Bell,KY
1440 Columbus St,Ottawa,US,-88.8412,Wendy's,IL
5139 Hinkleville Rd,Paducah,US,-88.68939,Wendy's,KY
885 E Il Route 38,Rochelle,US,-89.03496,Wendy's,IL
328 E Morton Ave,Jacksonville,US,-90.225307,Jimmy John's,IL
905 W Morton Ave,Jacksonville,US,-90.24358,Burger King,IL
1690 E Jackson St Ste F,Macomb,US,-90.64454,Arby's,IL
109 S Gilbert St,Danville,US,-87.636202,McDonald's,IL
15 W Fairchild St,Danville,US,-87.630379,Hardee's,IL
306 S Gilbert St,Danville,US,-87.636225,Long John Silver's,IL
2565 Hart St,Vincennes,US,-87.50887,Arby's,IN
639 N 13th St,Decatur,US,-84.937724,Taco Bell,IN
1312 S 13th St,Decatur,US,-84.938277,Arby's,IN
946 W Washington St,Pittsfield,US,-90.82158,Hardee's,IL
705 W 7th St,Auburn,US,-85.065641,Penguin Point,IN
450 W North St,Kendallville,US,-85.273445,Arby's,IN
120 W North St,Kendallville,US,-85.267806,Wendy's,IN
618 Fairview Blvd,Kendallville,US,-85.24563,Burger King,IN
211 W North St,Kendallville,US,-85.268745,McDonald's,IN
241 W US Highway 6,Ligonier,US,-85.5717,KFC,IN
337 W Plaza Dr,Columbia City,US,-85.493215,Taco Bell,IN
9 Corvette Dr,Litchfield,US,-89.67558,KFC,IL
1502 W McClain Ave,Scottsburg,US,-85.7915,Wendy's,IN
1205 W Weir St,Litchfield,US,-89.667812,Wendy's,IL
2 Ohren Dr,Litchfield,US,-89.66894,McDonald's,IL
1201 W Weir St,Litchfield,US,-89.66839,Taco Bell,IL
1 Corvette Dr,Litchfield,US,-89.675151,Jack In The Box,IL
2 Corvette Dr,Litchfield,US,-89.675037,Burger King,IL
105 E Trefz Dr,Marshall,US,-87.69207,Burger King,IL
1069 Sagamore Pkwy W,West Lafayette,US,-86.92139,Burger King,IN
3416 16th St,Bedford,US,-86.517296,Wendy's,IN
3216 29th St,Bedford,US,-86.51478,Arby's,IN
1804 N Wayne St,Angola,US,-84.99869,Burger King,IN
2601 16th St 270,Bedford,US,-86.50716,Burger King,IN
613 Sagamore Pkwy W,West Lafayette,US,-86.91764,McDonald's,IN
124 E State St,West Lafayette,US,-86.905196,McDonald's,IN
409 N 13th St,Decatur,US,-84.937673,Wendy's,IN
410 N 13th St,Decatur,US,-84.937674,McDonald's,IN
334 N 13th St,Decatur,US,-84.937642,Burger King,IN
1120 W 7th St,Auburn,US,-85.069754,Wendy's,IN
111 Touring Dr,Auburn,US,-85.078917,Arby's,IN
1126 W 7th St,Auburn,US,-85.07851,Taco Bell,IN
1105 W 7th St,Auburn,US,-85.07562,Burger King,IN
1801 N Broadway St,Greensburg,US,-85.48443,Wendy's,IN
1918 N Lincoln St,Greensburg,US,-85.4791,Arby's,IN
1903 N Lincoln St,Greensburg,US,-85.479835,McDonald's,IN
1005 N Baldwin Ave,Marion,US,-85.6764,Arby's,IN
1915 N Lincoln St,Greensburg,US,-85.48033,Taco Bell,IN
2015 N State Road 3 Byp,Greensburg,US,-85.48142,Burger King,IN
223 E Mcgalliard Rd,Muncie,US,-85.385252,Wendy's,IN
1725 W Mcgalliard Rd,Muncie,US,-85.40705,Taco Bell,IN
3301 N Chadam Ln,Muncie,US,-85.430862,McDonald's,IN
601 S Tillotson Ave,Muncie,US,-85.4195,KFC,IN
511 W McGalliard Rd,Muncie,US,-85.39187,Chick-fil-A,IN
3413 S Main St,Elkhart,US,-85.93835,Burger King,IN
416 N Michigan St,South Bend,US,-86.250378,McDonald's,IN
652 Spruce St,Dowagiac,US,-86.12269,McDonald's,MI
1595 S Memorial Dr,New Castle,US,-85.384,KFC,IN
9229 W County Road 650 S,Knightstown,US,-85.558075,Burger King,IN
1400 North Market Street,Sparta,US,-89.702961,Taco Bell,IL
1515 E National Hwy,Washington,US,-87.1564,Taco Bell,IN
210 E National Hwy,Washington,US,-87.173223,Wendy's,IN
1447 E National Hwy,Washington,US,-87.159,KFC,IN
129 S Memorial Dr,New Castle,US,-85.3822,Hardee's,IN
1906 N Walnut St,Hartford City,US,-85.36996,KFC,IN
1903 N Walnut St,Hartford City,US,-85.370014,McDonald's,IN
2003 N Walnut St,Hartford City,US,-85.37071,Burger King,IN
450 S US Highway 231,Jasper,US,-86.94046,McDonald's,IN
762 W 2nd St,Jasper,US,-86.94134,Hardee's,IN
4130 N Newton St,Jasper,US,-86.937962,McDonald's,IN
3592 Newton St,Jasper,US,-86.93746,Taco Bell,IN
3739 Newton St,Jasper,US,-86.9384,Arby's,IN
3565 Newton St,Jasper,US,-86.937959,Wendy's,IN
1209 N Main St,Huntingburg,US,-86.955407,Wendy's,IN
1328 South Heaton,Knox,US,-86.621124,Taco Bell,IN
806 S Heaton St,Knox,US,-86.620692,Burger King,IN
1411 S Heaton St,Knox,US,-86.620656,McDonald's,IN
515 E Alto Rd,Kokomo,US,-86.125661,McDonald's,IN
103 Frontage Rd,Huntington,US,-85.510062,Wendy's,IN
2702 Guilford St,Huntington,US,-85.50649,Arby's,IN
2810 N Jefferson St,Huntington,US,-85.512132,Taco Bell,IN
2840 N Jefferson St,Huntington,US,-85.5128,KFC,IN
1726 National Rd W,Richmond,US,-84.92668,SUBWAY,IN
1725 E Main St,Richmond,US,-84.878772,McDonald's,IN
400 Commerce Rd,Richmond,US,-84.823831,McDonald's,IN
744 Clifty Dr,Madison,US,-85.402911,McDonald's,IN
102 Franks Dr,Madison,US,-85.386949,Taco Bell,IN
401 Clifty Dr,Madison,US,-85.39452,KFC,IN
1221 Clifty Dr,Madison,US,-85.414048,Arby's,IN
2111 Lafayette Ave,Terre Haute,US,-87.386481,McDonald's,IN
1250 N National Rd,Columbus,US,-85.87885,Chick-Fil-A,IN
2102 Franklin St,Michigan City,US,-86.894904,Rally's,IN
2404 E Michigan Blvd,Michigan City,US,-86.870692,McDonald's,IN
4359 Franklin St,Michigan City,US,-86.89441,KFC,IN
701 Veterans Ave,Vandalia,US,-89.09886,Burger King,IL
821 Veterans Ave,Vandalia,US,-89.1008,Wendy's,IL
2737 Veterans Ave,Vandalia,US,-89.1294,KFC,IL
820 Veterans Ave,Vandalia,US,-89.10115,McDonald's,IL
2080 North State Road 3,North Vernon,US,-85.639238,Arby's,IN
2750 Frederica St,Owensboro,US,-87.11394,McDonalds,KY
4614 Frederica St,Owensboro,US,-87.124052,Arby's,KY
16 E Germantown Pike,Norristown,US,-75.31142,Arby's,PA
4263 Keaton Crossing Blvd,O Fallon,US,-90.739075,Subway,MO
119 Ofallon Commons Dr,O Fallon,US,-90.700771,Subway,MO
9701 Veterans Memorial Pkwy,O Fallon,US,-90.73469,Wendy's,MO
110 Long Rd,Chesterfield,US,-90.61713,McDonald's,MO
173 Long Rd Ste 106,Chesterfield,US,-90.61835,Goodcents Deli Fresh Subs,MO
2760 Muegge Rd,Saint Charles,US,-90.56517,Wendy's,MO
6251 Mid Rivers Mall Dr,Saint Charles,US,-90.63443,McDonald's,MO
6325 Ronald Reagan Dr,Lake Saint Louis,US,-90.78449,SONIC Drive In,MO
605 E Byron Nelson Blvd,Roanoke,US,-97.220698,Whataburger,TX
2649 7th Ave E,Saint Paul,US,-92.987484,SUBWAY,MN
1195 Greenmor Dr,Bessemer,US,-86.922153,McDonald's,AL
300 Elm St,Farmington,US,-93.145004,SUBWAY,MN
302 E Main St,Waynesboro,US,-77.575475,McDonald's,PA
111 Merchant St,Winchester,US,-78.13362,McDonald's,VA
333 E King St,Shippensburg,US,-77.513818,McDonald's,PA
2212 Highway K,O Fallon,US,-90.69922,White Castle,MO
1390 Mexico Loop Rd E,O Fallon,US,-90.69736,Wendy's,MO
645 N Rand Rd,Lake Zurich,US,-88.11221,Culver's,IL
1840 SW Gatlin Blvd,Port Saint Lucie,US,-80.404501,Taco Bell,FL
1740 SW Gatlin Blvd,Port Saint Lucie,US,-80.4012,McDonalds,FL
2200 Florida St,Mandeville,US,-90.0652,Wendy's,LA
69340 Highway 21,Covington,US,-90.142917,Wendy's,LA
71 Park Place Dr,Covington,US,-90.081234,Wendy's,LA
5900 NW Expressway,Oklahoma City,US,-97.61955,Arby's,OK
5590 NW Expressway,Oklahoma City,US,-97.61229,Church's Chicken,OK
222 W 8th Ave,Homestead,US,-79.9145,KFC,PA
66650 Van Dyke Rd,Washington,US,-83.01217,Wendy's,MI
25900 Crocker Blvd,Harrison Township,US,-82.85178,McDonald's,MI
1851 44th St SW Ste G,Wyoming,US,-85.71075,Jimmy John's,MI
1901 Pocahontas Trl,Williamsburg,US,-76.681261,McDonald's,VA
560 28th St SE,Grand Rapids,US,-85.65282,Taco Bell,MI
178 Front St,Lincoln,US,-71.40855,SUBWAY,RI
9301 Daniels Pkwy,Fort Myers,US,-81.80159,Wendy's,FL
400 Gallery Blvd,Scarborough,US,-70.34391,KFC / Taco Bell,ME
1927 W Franklin Blvd,Gastonia,US,-81.21692,McDonald's,NC
14522 Lawyers Rd,Matthews,US,-80.6237,McDonald's,NC
9541 Highway 5,Douglasville,US,-84.76282,Popeyes Louisiana Kitchen,GA
2117 Main Street,Julian,US,-116.602018,Jacks Grocery,CA
117 West Ave,Elyria,US,-82.1107,Taco Bell,OH
7 Front St,Berea,US,-81.853273,Mr Hero,OH
15170 Bagley Rd,Cleveland,US,-81.8051,Wendy's,OH
5985 Andrews Rd,Mentor,US,-81.36118,Wendy's,OH
6815 Royalton Rd,North Royalton,US,-81.735507,Mr Hero,OH
1831 S Dort Hwy,Flint,US,-83.654232,McDonald's,MI
12 Stonebridge Blvd,Jackson,US,-88.85303,Krystal,TN
3977 24th Ave,Fort Gratiot,US,-82.456357,Taco Bell,MI
2021 N Highland Ave Ste A3,Jackson,US,-88.82798,Chick-fil-A,TN
1380 Tamiami Trail,Port Charlotte,US,-82.143438,Arby's,FL
275 Greenwich St,New York,US,-74.010994,Chipotle Mexican Grill,NY
367 W 34th St,New York,US,-73.995938,SUBWAY®,NY
2995 Vista Blvd,Sparks,US,-119.70621,Ernie's All American Burger,NV
17234 Northwest Fwy,Houston,US,-95.58129,Whataburger,TX
260 N County Line Rd,Jackson,US,-74.294591,McDonald's,NJ
3810 US Highway 9,Howell,US,-74.23059,Taco Bell,NJ
4510 US Highway 9,Howell,US,-74.2257,Wendy's,NJ
191 Van Zile Rd,Brick,US,-74.1175,McDonald's,NJ
3338 Rr 9,Freehold,US,-74.269146,Windmill Gourmet Fast Foods,NJ
551 Susquehanna Blvd,Hazleton,US,-76.01655,Wendy's,PA
58 Station Cir,Hazleton,US,-76.02612,SONIC Drive In,PA
707 W Center St,West Bridgewater,US,-71.05128,Wendy's,MA
12717 Shops Pkwy,Austin,US,-97.93614,SUBWAY,TX
500 Route 73 S,Marlton,US,-74.920383,b.good,NJ
1729 N Olden Avenue Ext,Trenton,US,-74.76851,Boston Market,NJ
4201 Harbor Town Lane,Manitowoc,US,-87.7016,Arby's,WI
202 Florida Ave SE,Denham Springs,US,-90.95461,McDonald's,LA
110 Rushing Rd E,Denham Springs,US,-90.95636,McDonald's,LA
1345 S Range Ave,Denham Springs,US,-90.95707,Sonic Drive-In,LA
418 Florida Ave SE,Denham Springs,US,-90.95201,Taco Bell,LA
257 South Hamilton St,Painted Post,US,-77.106502,Arby's,NY
4914 Boydton Plank Rd,Petersburg,US,-77.46073,McDonald's,VA
5412 Boydton Plank Rd,Petersburg,US,-77.465198,Hardee's,VA
9526 State Route 30,Irwin,US,-79.70007,Dairy Queen,PA
316 Butler Rd,Fredericksburg,US,-77.450599,McDonald's,VA
9910 Southpoint Pkwy,Fredericksburg,US,-77.50437,Wendy's,VA
9865 Jefferson Davis Hwy,Fredericksburg,US,-77.503549,Arby's,VA
500 E Algonquin Rd,Algonquin,US,-88.28372,McDonald's,IL
3551 Plank Rd,Fredericksburg,US,-77.521158,Taco Bell,VA
607 E Main St,Luray,US,-78.450006,Hardee's,VA
1020 US Highway 211 W,Luray,US,-78.49038,McDonald's,VA
444 Route 37 E,Toms River,US,-74.16509,Wendy's,NJ
931 Fischer Blvd,Toms River,US,-74.13836,Burger King,NJ
371 Route 37 E,Toms River,US,-74.171087,McDonald's,NJ
44 Route 37 E,Toms River,US,-74.1958035,Burger King,NJ
1402 Route 37 E,Toms River,US,-74.159757,Taco Bell,NJ
146 Route 37 E,Toms River,US,-74.18858,Dunkin Donuts,NJ
28 Morgan Sq,Berkeley Springs,US,-78.23841,McDonald's,WV
2171 Millennium Blvd,Cortland,US,-80.7747,McDonald's,OH
1060 Joppa Farm Rd,Joppa,US,-76.370389,Wendy's,MD
14896 Front Beach Rd,Panama City Beach,US,-85.86121,Moe's Original Bar B Que,FL
1725 Market Dr,Stillwater,US,-92.839791,Culver's,MN
4201 Veterans Memorial Pkwy,Saint Peters,US,-90.576622,White Castle,MO
299 Mid Rivers Mall Dr,Saint Peters,US,-90.620046,McDonald's,MO
6082 Mid Rivers Mall Dr,Saint Charles,US,-90.6345,Taco Bell,MO
1630 Jungermann Rd,Saint Charles,US,-90.587704,Taco Bell,MO
4644 S Saint Peters Pkwy,Saint Charles,US,-90.61634,Subway,MO
2202 Michigan Ave,Arnold,US,-90.37797,Jimmy John's,MO
603 S Main St,O Fallon,US,-90.70057,Taco Bell,MO
102 Fallon Pkwy,O Fallon,US,-90.699963,Taco Bell,MO
910 Bryan Rd,O Fallon,US,-90.734,Jack in the Box,MO
2015 S Old Highway 94,Saint Charles,US,-90.5322,SONIC Drive In,MO
970 Norland Ave,Chambersburg,US,-77.62872,Chick-fil-A,PA
1932 Zumbehl Rd,Saint Charles,US,-90.5299,Penn Station East Coast Subs,MO
625 Lincoln Way E,Chambersburg,US,-77.649992,Hardee's,PA
2230 S Pleasant Valley Rd,Winchester,US,-78.17008,Chick-fil-A,VA
71 S Conestoga Dr,Shippensburg,US,-77.49657,Wendy's,PA
9695 Veterans Memorial Pkwy,O Fallon,US,90.73405594,Dairy Queen,MO
2194 Lincoln Way West,Chambersburg,US,-77.71513,Burger King,PA
3607 S Dixie Hwy,Franklin,US,-84.33605,Sonic Drive-In,OH
2865 Bell Rd,Auburn,US,-121.09574,McDonald's,CA
13446 Lincoln Way,Auburn,US,-121.055592,Burger King,CA
4065 Cameron Park Dr,Shingle Springs,US,-120.9689,Carl's Jr.,CA
4360 Golden Center Dr,Placerville,US,-120.826918,McDonald's,CA
627 Washington St,Quincy,US,-70.976131,Pizza Hut,MA
2210 SW Gatlin Blvd,Port Saint Lucie,US,-80.41731,Wendy's,FL
2880 SW Port St Lucie Blvd,Port Saint Lucie,US,-80.3748,Burger King,FL
1687 Dove Park Road,Mandeville,US,-90.04163,McDonald's,LA
1011 Highway 51 North,Ponchatoula,US,-90.456197,Taco Bell,LA
2045 Florida St,Mandeville,US,-90.06232,McDonald's,LA
815 S Tyler St,Covington,US,-90.1121,SONIC Drive In,LA
9572 Old Highway 99 North Rd,Burlington,US,-122.33746,SUBWAY,WA
800 South Opdyke,Pontiac,US,-83.249393,Arby's,MI
174 Littleton Rd,Westford,US,-71.42193,SUBWAY,MA
6780 Waltons Ln,Gloucester,US,-76.5259,Chick-fil-A,VA
4521 John Tyler Hwy,Williamsburg,US,-76.764116,McDonald's,VA
5239 John Tyler Hwy,Williamsburg,US,-76.739963,Taco Bell,VA
7099 George Washington Memorial Hwy,Gloucester,US,-76.52721,McDonald's,VA
329 Second St,Williamsburg,US,-76.68311,McDonald's,VA
1905 Pocahontas Trl,Williamsburg,US,-76.6577,Taco Bell,VA
1907 Pocahontas Trl,Williamsburg,US,-76.681256,Wendy's,VA
1660 Richmond Rd,Williamsburg,US,-76.72605,Cook Out,VA
1350 Del Monte Blvd,Seaside,US,-121.835724,In-N-Out Burger,CA
109 Skyline Dr,Ringwood,US,-74.2632,McDonald's,NJ
4325 W Pierson Road,Flint,US,-83.764716,Arby's,MI
1581 Van Horn Rd,Trenton,US,-83.186123,McDonald's,MI
27255 Telegraph Rd,Flat Rock,US,-83.2859,McDonalds,MI
22211 West Rd,Trenton,US,-83.24969,Jimmy John's,MI
27067 Telegraph Rd,Flat Rock,US,-83.285871,Taco Bell,MI
2051 N Highland Ave,Jackson,US,-88.82853,KFC,TN
6530 Pearl Rd,Cleveland,US,-81.770546,Wendy's,OH
5965 Andrews Rd,Mentor,US,-81.36069,Mr. Hero,OH
401 Colemans Xing,Marysville,US,-83.34849,Jimmy John's,OH
1641 NW Saint Lucie West Blvd,Port Saint Lucie,US,-80.39907,Taco Bell,FL
1750 SW Saint Lucie West Blvd,Port Saint Lucie,US,-80.4055,McDonald's,FL
108 Del Guzzi Dr,Port Angeles,US,-123.39795,Jimmy John's,WA
7141 Durand Ave,Sturtevant,US,-87.8692,Arby's,WI
600 South Street,Raynham,US,-71.0472,Taco Bell,MA
2062 W Redlands Blvd,Redlands,US,-117.2243,Jack in the Box,CA
602 E Redlands Blvd,Redlands,US,-117.176228,Del Taco,CA
612 E Redlands Blvd,Redlands,US,-117.1756,McDonald's,CA
605 E Redlands Blvd,Redlands,US,-117.1757,Jack in the Box,CA
1626 W Redlands Blvd,Redlands,US,-117.21016,Nick's Burgers,CA
1991 W Redlands Blvd,Redlands,US,-117.221421,Wendy's,CA
1990 Ostrems Way,San Bernardino,US,-117.334299,Taco Bell,CA
272 E 40th St,San Bernardino,US,-117.279699,Del Taco,CA
1381 Kendall Dr,San Bernardino,US,-117.3158,Baker's Drive Thru,CA
109 Taylor Ave,Manasquan,US,-74.0457,Domino's Pizza,NJ
2428 Highway 35,Manasquan,US,-74.06849,McDonald's,NJ
1331N N Church St,Hazleton,US,-75.98063,Burger King,PA
2627 Highway 70,Manasquan,US,-74.07493,Jersey Mike's Subs,NJ
17638 Chillicothe Rd,Chagrin Falls,US,-81.3402,McDonald's,OH
3300 Highway 278 NE,Covington,US,-83.85361,Wendy's,GA
10210 Hull Street Rd,Midlothian,US,-77.5838,Hardee's,VA
2601 E Main St,Plainfield,US,-86.36077,Arby's,IN
2687 E Main St,Plainfield,US,-86.35407,Chick-fil-A,IN
3545 Pelham Pkwy,Pelham,US,-86.80972,SONIC Drive In,AL
1668 Gadsden Hwy,Birmingham,US,-86.6397,Arby's,AL
2329 Circle Dr W,Spirit Lake,US,-95.12565,Taco John's,IA
1704 Military Rd,Benton,US,-92.573525,Taco Bell,AR
14039 Highway 8 Business,El Cajon,US,-116.883,Jack in the Box,CA
293 West Clinton Street,Gray,US,-83.548546,Krystal,GA
1718 State Rd,Vermilion,US,-82.36484,Taco Bell,OH
1659 Lincoln Way East,Chambersburg,US,-77.610269,Arby's,PA
1617 E Main St,Waynesboro,US,-77.55202,Burger King,PA
1206 Courthouse Rd,Petersburg,US,-77.332474,McDonald's,VA
1717 E Vista Chino Bldg E,Palm Springs,US,-116.524254,Taco Bell,CA
7685 W Broadway Ave,Minneapolis,US,-93.37735,McDonald's,MN
38 Northcrest Road,Weaverville,US,-82.57581,Sonic Drive-In,NC
740 S Duchesne Dr,Saint Charles,US,-90.514,Mc Donald's,MO
803 Route 37 West,Toms River,US,-74.23638,Burger King,NJ
1315 Elliot Dr,Middletown,US,-84.350646,Arby's,OH
2300 Grass Valley Hwy,Auburn,US,-121.092638,Carl's Jr.,CA
2905 Bell Rd,Auburn,US,-121.09626,Burger King,CA
115 Logans Ferry Rd,New Kensington,US,-79.75692,McDonald's,PA
4409 State Highway 42,Sheboygan,US,-87.762928,Hardee's,WI
3629 State Route 5,Cortland,US,-80.7322,Mcdonalds,OH
1 West Valley Avenue,Elysburg,US,-76.55,McDonald's,PA
525 N Harlem Ave,Oak Park,US,-87.80504,Mickey's Gyros & Ribs,IL
1905 Pocahontas Trl,Williamsburg,US,-76.6577,KFC,VA
1800 Daisy Street Ext,Clearfield,US,-78.41351,Long John Silvers,PA
2370 S Market St,Elizabethtown,US,-76.564718,Burger King,PA
2090 Lincoln Hwy E,Lancaster,US,-76.2368,Five Guys,PA
844 E Main St,Ephrata,US,-76.1585,Five Guys,PA
705 Graystone Rd,Manheim,US,-76.379256,Sensenig Poultry LLC,PA
50 Townsedge Dr,Quarryville,US,-76.173331,Burger King,PA
1641 Lincoln Hwy E,Lancaster,US,-76.268348,Burger King,PA
531 N 3rd St,Columbia,US,-76.50859,Burger King,PA
1130 E Dayton YellowSprings Rd,Fairborn,US,-83.998372,Arby's,OH
174 Littleton Rd,Westford,US,-71.422005,Chipotle Mexican Grill,MA
700 Dodge Ave Nw,Elk River,US,-93.55619,McDonald's,MN
901 E Bishop St,Bellefonte,US,-77.761727,Burger King,PA
1015 N Front St,Philipsburg,US,-78.2321,McDonald's,PA
5300 Carlisle Pike,Mechanicsburg,US,-76.98073,Burger King,PA
4810 Carlisle Pike,Mechanicsburg,US,-76.9665,Five Guys,PA
150 Northshore Blvd Ste 5024,Slidell,US,-89.82571,Chick-Fil-A,LA
313 Lowther St,Lemoyne,US,-76.888824,KFC,PA
6101 Carlisle Pike,Mechanicsburg,US,-76.993586,Wendy's,PA
1176 Harrisburg Pike,Carlisle,US,-77.1429,McDonald's,PA
5550 Carlisle Pike,Mechanicsburg,US,-76.987116,McDonald's,PA
4382 W Pierson Rd,Flint,US,-83.76769,Taco Bell,MI
1249 Harrisburg Pike,Carlisle,US,-77.13286,Waffle House,PA
711 Cleveland St,Elyria,US,-82.07708,Rally's,OH
407 S 3rd St,Lemoyne,US,-76.88811,Burger King,PA
4015 E Market St,York,US,-76.638125,McDonald's,PA
1940 Rotunda Dr,Erie,US,-80.089066,Five Guys,PA
191 Columbia Mall Dr,Bloomsburg,US,-76.487872,Burger King,PA
100 Lunger Dr,Bloomsburg,US,-76.48565,McDonald's,PA
817 Park Ave,Meadville,US,-80.15157,Burger King,PA
4201 Tuscarawas St W,Canton,US,-81.424,Jimmy John's,OH
164 Warrenton Rd,Fredericksburg,US,-77.47836,Arby's,VA
5107 Jefferson Davis Hwy,Fredericksburg,US,-77.49807,Hardee's,VA
44 Stanstead Rd,Fredericksburg,US,-77.49336,McDonald's,VA
75 Market Street,Gordonsville,US,-78.210747,Arby's,VA
2171 N Frontage Rd W,Vail,US,-106.41908,McDonald's,CO
295 Eby Creek,Eagle,US,-106.84028,Burger King,CO
1551 Gulf Shores Pkwy,Gulf Shores,US,-87.689042,Arby's,AL
1165 S McKenzie St,Foley,US,-87.68278,Taco Bell,AL
2650 S Queen St,York,US,-76.682,KFC,PA
1170 Carlisle St,Hanover,US,-76.9978,KFC,PA
2407 Highway 35,Manasquan,US,-74.067512,Wendy's,NJ
75 Robinhood Dr,Etters,US,-76.819251,Burger King,PA
1160 Carlisle St,Hanover,US,-76.996353,Burger King,PA
2050 Route 70 W,Cherry Hill,US,-75.036506,Pei Wei,NJ
718 Boulevard St,Dover,US,-81.455095,Taco Bell,OH
1520 E Front St,Port Angeles,US,-123.407724,Frugals,WA
1162 Boone Avenue Exit E,Kingsland,US,-81.6728,Burger King,GA
27410 Jefferson Ave,Temecula,US,-117.16449,Jack in the Box,CA
1201 Coulee Rd,Hudson,US,-92.7423,KFC,WI
105 River Square Plz,Bessemer,US,-86.98399,Arby's,AL
3069 Allison Bonnett Memorial Dr,Bessemer,US,-86.984261,McDonalds,AL
3040 Allison Bonnett Memorial Dr,Bessemer,US,-86.98081,SONIC Drive In,AL
3067 Allison Bonnett Memorial Dr,Bessemer,US,-86.98517,Captain D's,AL
3380 Winfield Dunn Pkwy,Kodak,US,-83.60569,Krystal,TN
975 Peeler Road,Salisbury,US,-80.520824,Bojangles' Famous Chicken 'n Biscuits,NC
901 Boardwalk,Seaside Heights,US,-74.070475,Seaside Eatery,NJ
1209 High St N,Millville,US,-75.03912,SUBWAY,NJ
1258 Hooper Ave,Toms River,US,-74.18072,Chipotle Mexican Grill,NJ
8530 Edinburgh Center Dr,Minneapolis,US,-93.302439,Taco Bell,MN
611 Washington Blvd,Williamsport,US,-76.992903,Burger King,PA
3198 US Highway 50 E,Carson City,US,-119.732214,Dairy Queen,NV
50 Maynard St,Williamsport,US,-77.018816,Burger King,PA
9951 W Florissant Ave,Saint Louis,US,-90.2802,Taco Bell,MO
10873 W Florissant Ave,Saint Louis,US,-90.2808,McDonald's,MO
3945 Missouri Flat Rd,Placerville,US,-120.841778,Jack in the Box,CA
8020 Spotsylvania Mall,Fredericksburg,US,-77.547585,Chick-fil-A,VA
1717 E Vista Chino,Palm Springs,US,-116.527884,McDonald's,CA
191 Gateway Drive,Winchester,US,-78.13283,Bojangles' Famous Chicken 'n Biscuits,VA
Hwy 5 Appalachian Parkway,East Ellijay,US,-84.47796,Burger King,GA
286 Turnpike Rd,Westborough,US,-71.64554,Chick-fil-A,MA
240 Cumberland Parkway,Mechanicsburg,US,-76.982469,Arby's,PA
422 E Chicago St,Coldwater,US,-84.98335,Jimmy John's,MI
432 Beechurst Ave,Morgantown,US,-79.95999,Subway,WV
49 N Telegraph Rd,Waterford,US,-83.326158,Arby's,MI
7060 George Washington Memorial Hwy,Gloucester,US,-76.52915,Sonic Drive-In,VA
515 E Main St,Southbridge,US,-72.012211,McDonald's,MA
736 Merrimac Trl,Williamsburg,US,-76.67702,Long John Silver's,VA
256 Bobby Jones Expressway,Augusta,US,-82.08886,Krystal,GA
981 Waterbury Falls Dr,O Fallon,US,-90.69746,Jimmy John's,MO
4125 Ball Rd NE,Circle Pines,US,-93.16275,Burger King,MN
3403 Wrightsboro Road,Augusta,US,-82.075236,Krystal,GA
245 Summit Point Ln,Winston Salem,US,-80.2745,Cook Out,NC
4408 W Pierson Rd,Flint,US,-83.768417,Burger King,MI
27127 Telegraph Rd,Flat Rock,US,-83.2856,KFC,MI
912 N Highway 190,Covington,US,-90.082,Chick-Fil-A,LA
3403 N Main St,Columbia,US,-81.04266,Burger King,SC
536 Haywood Rd,Greenville,US,-82.34,Waffle House,SC
6515 White Horse Rd,Greenville,US,-82.46541,Burger King,SC
925 Broad Street,Clinton,US,-81.8794,SONIC Drive In,SC
651 Haywood Rd,Greenville,US,-82.3382,Burger King,SC
2685 Laurens Rd,Greenville,US,-82.34066,Burger King,SC
2506 Augusta Rd,West Columbia,US,-81.1034,Waffle House,SC
425 Sumter Hwy,Camden,US,-80.5969,Waffle House,SC
1012 W Dekalb St,Camden,US,-80.617,Wendy's,SC
2530 Main Street,Elgin,US,-80.798079,Bojangles' Famous Chicken 'n Biscuits,SC
10125 Two Notch Rd,Columbia,US,-80.8859,KFC,SC
2846 Charleston Hwy,West Columbia,US,-81.07737,Waffle House,SC
66021 Van Dyke,Washington,US,-83.0147,Arby's,MI
107 Travis Ave,Saluda,US,-81.77103,Burger King,SC
7915 Garners Ferry Rd,Columbia,US,-80.92525,Burger King,SC
139 Columbiana Circle,Columbia,US,-81.1588,Fazoli's,SC
1212 W Main St,Lexington,US,-81.25937,Burger King,SC
1928 Airport Blvd,West Columbia,US,-81.09132,Burger King,SC
226 Longs Pond Rd,Lexington,US,-81.29073,Burger King,SC
